Sentence,Words,Template,Keywords,Slope_F1A,Inflection_F1A,Screening_F1A,Screening_F1P,Screening_F1V,Screening_F2A,Screening_F2P,Screening_F2V,Screening_M1A,Screening_M1P,Screening_M1V,Screening_M2A,Screening_M2P,Screening_M2V,Naturalness,Discomfort,Responses
984,Hun skal vise os hvordan man kan træne sin ryg,4,"vise, træne, ryg",9.470786992,-7.200776206,1,1,1,1,1,1,1,1,1,1,1,1,6.89,0,9
985,Det var uventet at de interesserede sig for blomster,5,"uventet, interesserede, blomster",13.73322425,-6.623483567,1,1,1,1,1,0,1,1,1,1,1,1,6.11,0,9
986,I juni slog de rent faktisk alle de andre i ligaen,6,"juni, slog, ligaen",20.71912375,-4.193865046,1,1,1,1,1,1,1,1,1,1,1,1,6.3,0,10
987,Han havde skrevet en anmeldelse af restauranten,7,"skrevet, anmeldelse, restauranten",13.88534498,-7.303993363,1,1,1,1,1,1,1,1,0,1,1,1,6.88,0,8
988,Hun kræver kun at vi beskytter hendes barnebarn,8,"kræver, beskytter, barnebarn",10.26992373,-3.190749765,1,1,1,1,1,0,1,1,1,1,1,1,5.6,2,10
989,Det var en digter som engang stiftede den her klub,9,"digter, stiftede, klub",9.471903489,-4.076254546,1,1,1,1,1,1,1,1,1,1,1,1,6.22,0,9
990,Hun havde tidligere importeret både tøj og sko,10,"importeret, tøj, sko",37.87615733,-3.525272819,1,1,1,1,1,1,1,1,1,1,0,1,6.63,0,8
991,Der var desværre noget vand der ramte vores kamera,1,"vand, ramte, kamera",17.13270189,-3.483926905,1,1,1,1,1,1,1,0,1,1,1,1,6,0,10
992,De var professionelle når de testede vores beregninger,2,"professionelle, testede, beregninger",8.818474013,-5.723792812,1,1,1,1,1,1,1,1,1,1,1,1,4.63,0,8
993,Jeg har involveret flere grupper i min undersøgelse,3,"involveret, grupper, undersøgelse",14.65266424,-5.785949364,1,1,1,1,1,1,1,1,1,1,1,1,6.56,0,9
994,De skjuler hvor meget de egentlig tjener på cigaretter,4,"skjuler, tjener, cigaretter",12.621353,-6.99048019,1,1,1,1,1,1,1,0,1,1,0,1,6.67,0,9
995,Det er ærgerligt at ingen har bemærket jeres program,5,"ærgerligt, bemærket, program",10.81753347,-5.394004597,1,1,1,1,1,1,1,1,0,1,0,1,6.7,0,10
996,I år har han desværre brændt alle sine chancer,6,"år, brændt, chancer",13.62268336,-4.860042411,1,1,1,1,1,1,1,1,1,1,0,1,6.11,1,9
997,Jeg har netop afleveret alle pakkerne til folketinget,7,"afleveret, pakkerne, folketinget",27.48393503,-6.48393637,1,1,1,1,1,1,1,1,0,1,1,0,6.33,0,9
998,Vi håber at I alle gerne vil kopiere vores model,8,"håber, kopiere, model",10.66516446,-4.400485713,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,8
999,Det er hans tilhængere som har opfundet de rygter,9,"tilhængere, opfundet, rygter",22.43889175,-3.589641128,1,1,1,1,1,1,1,1,1,1,0,0,5.38,2,8
1000,Vi dekorerede alle mine ting bortset fra min stol,10,"dekorerede, ting, stol",30.25182161,-5.063790084,1,1,1,1,0,1,1,0,0,1,1,1,5.5,0,8
1001,Der er få bands der kan tiltrække så mange tilskuere,1,"bands, tiltrække, tilskuere",14.4020597,-4.169681114,1,1,1,1,1,1,1,1,1,1,1,1,6.44,0,9
1002,De er meget trætte fordi de har undervist i fire timer,2,"trætte, undervist, timer",9.156583062,-6.514724647,1,1,1,1,1,1,1,1,1,1,0,1,6,0,9
1003,En af sangerinderne har giftet sig med en betjent,3,"sangerinderne, giftet, betjent",14.55305184,-4.907340202,1,1,1,1,1,1,1,1,1,1,1,1,6.5,0,8
1004,Han bemærkede hvem der havde læst rapporten,4,"bemærkede, læst, rapporten",32.89842932,-2.395084228,1,1,1,1,1,1,1,1,1,1,1,1,6.33,0,9
1005,Det var velkendt at de sørgede for deres medarbejdere,5,"velkendt, sørgede, medarbejdere",9.740062049,-6.303898611,1,1,1,1,1,1,1,1,1,1,1,1,4.89,0,9
1006,På tirsdag skal vi nok alligevel kontakte ministeriet,6,"tirsdag, kontakte, ministeriet",9.292665528,-6.175780325,1,1,1,1,1,1,1,1,1,1,1,1,6.33,0,9
1007,Finansministeren har lige inviteret os til et topmøde,7,"finansministeren, inviteret, topmøde",18.82714875,-6.203956817,1,1,1,1,1,1,1,1,1,1,1,1,5.67,0,9
1008,Hun insisterer på at jeg skal instruere musicalen,8,"insisterer, instruere, musicalen",12.87193674,-5.56968164,1,1,1,1,1,1,1,1,1,1,0,1,6.63,0,8
1009,Det var en af arrangørerne som havde forlænget turen,9,"arrangørerne, forlænget, turen",24.2637497,-4.717275366,1,1,1,1,1,1,1,1,1,1,1,1,5.89,0,9
1010,Han interesserede sig for valget og for valgkampen,10,"interesserede, valget, valgkampen",23.75850152,-6.433389853,1,1,1,1,1,1,1,1,1,1,0,1,6.67,0,9
1011,Der var stadig folk der ville fastholde traditionerne,1,"folk, fastholde, traditionerne",9.482446188,-5.54289424,1,1,1,1,1,1,1,0,0,1,0,1,6.11,0,9
1012,Hun var kreativ når hun skulle levere underholdningen,2,"kreativ, levere, underholdningen",7.16126515,-3.580818896,1,1,1,1,1,1,1,1,1,1,0,1,5.56,0,9
1013,Forestillingen varede desværre i næsten syv timer,3,"forestillingen, varede, timer",35.21504009,-5.783890931,1,1,1,1,1,1,1,1,1,1,0,1,5.11,0,9
1014,Han afslørede hvorfor han havde forlangt to millioner,4,"afslørede, forlangt, millioner",10.50481705,-1.385488965,1,0,1,1,1,1,1,1,0,1,1,1,6,0,9
1015,Det er hyggeligt at du har medbragt nogle gæster,5,"hyggeligt, medbragt, gæster",16.27268114,-5.449265315,1,1,1,1,1,1,1,1,1,1,0,1,6.63,0,8
1016,Efter middagen kan vi køre ned til havnen sammen,6,"middagen, køre, havnen",12.09124843,-7.131821019,1,1,0,1,1,1,1,1,1,1,0,1,6.56,0,9
1017,Hun fylder efterhånden al sin tid ud med arbejde,7,"fylder, tid, arbejde",11.30644206,-6.397623919,1,0,1,1,0,1,1,1,1,1,0,1,6.22,0,9
1018,De konkluderede at de kunne nøjes med to flasker,8,"konkluderede, nøjes, flasker",146.9972962,-7.443021409,1,1,1,1,1,0,1,1,1,1,0,1,6,1,9
1019,Det er faktisk vores leder der selv løste gåden,9,"leder, løste, gåden",13.26321666,-2.738794544,1,1,1,1,1,1,1,1,1,1,1,1,5.22,1,9
1020,Vi har allerede reduceret mængden af farlige stoffer,10,"reduceret, farlige, stoffer",23.57281504,-6.246962194,1,1,1,1,1,1,1,1,1,1,1,1,6.44,0,9
1021,Der er en afdelingsleder der vil skrue op for eksporten,1,"afdelingsleder, skrue, eksporten",13.00795075,-3.808597067,1,1,1,1,1,1,1,0,1,1,0,0,6.13,0,8
1022,Han er naiv hvis han selv vil finansiere vores festival,2,"naiv, finansiere, festival",22.77006557,-5.492466071,1,1,1,1,1,1,1,1,1,1,0,1,5.5,0,8
1023,Mange af kunstnerne bor sammen i en lejlighed,3,"kunstnerne, bor, lejlighed",23.99299339,-5.341309705,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,8
1024,Jeg har hørt hvorfor de afsluttede deres samarbejde,4,"hørt, afsluttede, samarbejde",13.07569514,-6.218765804,1,1,1,1,1,1,1,1,1,1,1,1,5.78,0,9
1025,Det var meget specielt at de selv dyrkede deres kaffe,5,"specielt, dyrkede, kaffe",12.64769351,-6.105056056,1,1,1,1,1,1,1,1,0,1,1,1,6.88,0,8
1026,Efter revyen interviewede han en af sangskriverne,6,"revyen, interviewede, sangskriverne",20.145269,-3.570096722,1,1,1,1,1,1,1,1,1,1,1,1,6.5,0,8
1027,Eksperten ville heldigvis gerne låne os sin rapport,7,"eksperten, låne, rapport",10.10839955,-2.990756644,1,1,1,1,1,1,0,1,1,1,1,1,6.5,0,8
1028,De anerkendte at hun havde ramt inden for stregen,8,"anerkendte, ramt, stregen",10.5328029,-3.591068899,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
1029,Det var en cyklist som havde overnattet på kroen,9,"cyklist, overnattet, kroen",12.4488765,-4.455362957,1,1,1,1,0,1,1,0,1,1,0,1,6.5,0,8
1030,Hun elskede virkelig sit publikum og sine mange fans,10,"elskede, publikum, fans",18.89786559,-5.02808861,1,1,1,1,1,1,1,1,1,1,0,1,6.5,0,8
1031,Der var en leverandør der havde fået en smart ide,1,"leverandør, fået, ide",22.91212173,-3.297321616,1,1,1,1,1,1,1,1,1,1,0,0,6,0,9
1032,Hun var ivrig fordi vi gerne ville støtte hendes politik,2,"ivrig, støtte, politik",16.06861078,-4.124595055,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,8
1033,Mine tilhængere havde heldigvis sat sig lige foran scenen,3,"tilhængere, sat, scenen",12.79073037,-3.439213578,1,1,1,0,1,1,1,1,1,1,1,1,6.25,0,8
1034,Vi skal tælle hvor mange tanke vi allerede har renset,4,"tælle, tanke, renset",10.85198137,-4.336015139,1,1,1,1,1,1,1,0,1,1,0,0,5,0,8
1035,Det er afgørende at man studerer sine modstandere,5,"afgørende, studerer, modstandere",12.77761878,-6.200979589,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,8
1036,I starten dækkede vi faktisk over vores underskud,6,"starten, dækkede, underskud",9.951087627,-5.790168715,1,1,1,1,1,1,1,1,1,0,1,1,5.75,1,8
1037,Det indebærer nogle konkrete muligheder for borgerne,7,"indebærer, muligheder, borgerne",242.3041392,-2.571512447,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,8
1038,Han signalerede at han havde koblet mikrofonen til,8,"signalerede, koblet, mikrofonen",12.21877282,-4.72752461,1,1,1,1,1,1,1,1,0,1,1,1,6.5,0,8
1039,Det er dine pointer som overbeviste indbyggerne,9,"pointer, overbeviste, indbyggerne",12.51193009,-3.808750759,1,1,1,1,1,1,1,1,1,1,1,1,4.25,0,8
1040,De analyserer vistnok billeder på den her højskole,10,"analyserer, billeder, højskole",21.52813747,-3.995924101,1,0,1,0,1,0,1,1,1,1,1,1,5.63,1,8
1041,Der er nogle kvinder der har arrangeret et foredrag,1,"kvinder, arrangeret, foredrag",22.25395329,-7.998397154,1,1,1,1,1,1,1,1,1,1,1,0,5.67,0,9
1042,I er velkomne hvis I vil byde på noget underholdning,2,"velkomne, byde, underholdning",12.53922747,-0.646766706,1,1,1,1,1,1,1,1,1,1,1,1,4.78,1,9
1043,Statsministeren vil naturligvis orientere os om krisen,3,"statsministeren, orientere, krisen",6.75231964,-5.384465895,1,1,1,1,1,1,1,1,0,1,1,1,6.56,1,9
1044,Hun må afgøre hvem der skal betale for arrangementet,4,"afgøre, betale, arrangementet",19.30412135,-7.145376606,1,1,1,1,1,0,1,0,0,1,1,1,6.33,0,9
1045,Det var virkelig fantastisk at de lyttede til vores forslag,5,"fantastisk, lyttede, forslag",16.75096942,-7.118292883,1,1,1,1,0,1,1,0,1,1,1,1,5.56,1,9
1046,På et tidspunkt skal vi nok koordinere vores indsats,6,"tidspunkt, koordinere, indsats",17.57758825,-7.106312574,1,1,1,1,1,1,1,1,1,1,0,1,6.22,0,9
1047,Nogen har igen kastet frugt efter vores målmand,7,"kastet, frugt, målmand",13.91514634,-4.957987883,1,1,1,1,1,1,1,1,0,1,1,1,6.22,0,9
1048,Han udnytter at alle gerne vil medvirke i hans serie,8,"udnytter, medvirke, serie",24.32187323,-3.920140359,1,1,1,1,1,1,1,1,1,1,1,1,5.78,1,9
1049,Det var min kollega som havde organiseret vores lejr,9,"kollega, organiseret, lejr",10.92880804,-3.813107028,1,1,1,1,1,1,1,1,0,1,1,1,5.56,0,9
1050,Vi skal åbenbart enten rejse med fly eller med busser,10,"rejse, fly, busser",32.34261858,-5.707974608,1,0,1,1,1,1,1,1,1,1,0,1,5,1,9
1051,Der var nogle af emnerne der gjorde mig lidt utryg,1,"emnerne, gjorde, utryg",18.65656842,-3.917452771,1,1,1,1,0,1,1,1,1,1,0,1,5.67,1,9
1052,Jeg var forsigtig når jeg udtalte mig om retssager,2,"forsigtig, udtalte, retssager",7.782106662,-4.4244222,1,1,1,1,1,1,1,0,1,1,1,1,5.78,0,9
1053,Justitsministeren hyggede sig tilsyneladende på en café,3,"justitsministeren, hyggede, café",7.322949333,-3.375420638,1,1,1,1,1,1,1,1,1,1,1,1,5.78,0,9
1054,Vi ville helst skildre alt hvad der skete i festugen,4,"skildre, skete, festugen",9.19436789,-2.199447431,1,1,1,1,0,1,1,0,1,1,1,1,6.13,0,8
1055,Det er ærgerligt at de allerede har tændt for musikken,5,"ærgerligt, tændt, musikken",14.77158868,-5.193376456,1,1,1,1,0,1,1,1,0,1,0,1,6.44,0,9
1056,I øjeblikket spreder de faktisk salt på alle vejene,6,"øjeblikket, salt, vejene",12.75286019,-4.159604013,1,1,1,0,1,1,1,1,1,1,1,1,6.22,1,9
1057,Min onkel præsenterede mig for en af modellerne,7,"onkel, præsenterede, modellerne",12.47722269,-4.926471876,1,1,1,1,1,0,1,1,1,1,1,1,6.33,0,9
1058,Han undskyldte at han havde trukket sig fra forbundet,8,"undskyldte, trukket, forbundet",13.5288417,-2.789331969,1,1,1,1,1,1,1,1,1,1,1,1,6,0,9
1059,Det er en samling som består af mange forskellige ting,9,"samling, består, ting",17.33227516,-6.872102834,1,1,1,1,1,1,1,1,1,1,1,1,5.89,0,9
1060,Hendes ambition voksede i takt med hendes succes,10,"ambition, voksede, succes",7.363453678,-3.670712488,1,1,1,1,1,1,1,1,0,1,0,1,5.89,1,9
1061,Der er en skjorte der stadigvæk mangler et ærme,1,"skjorte, mangler, ærme",31.21407579,-6.234896164,1,1,1,1,1,1,1,1,1,1,1,0,5.75,0,8
1062,Vi er naturligvis utilfredse fordi I har afbrudt festivalen,2,"utilfredse, afbrudt, festivalen",11.72128776,-4.215218977,1,1,1,1,0,1,1,1,1,1,0,1,5.6,1,10
1063,Statsministeren dukkede op sammen med en konsulent,3,"statsministeren, dukkede, konsulent",8.13315164,-6.35761123,1,1,1,1,1,0,1,0,1,1,1,1,6.6,1,10
1064,Vi har længe talt om hvordan vi kan forny demokratiet,4,"talt, forny, demokratiet",13.02256142,-4.461475628,1,1,1,1,1,1,1,1,0,1,0,1,6,0,11
1065,Det var åbenlyst at de ville stemme imod vores plan,5,"åbenlyst, stemme, plan",11.34555183,-4.963072876,1,1,1,1,1,1,1,1,1,1,1,1,6.2,0,10
1066,På mandag kan vi heldigvis danse i hallen igen,6,"mandag, danse, hallen",15.52746259,-4.122796285,1,1,1,1,1,1,1,1,1,1,0,0,6.3,0,10
1067,Vi skal indføre noget mere struktur her på biblioteket,7,"indføre, struktur, biblioteket",7.539874508,-5.558499057,1,1,1,1,1,1,1,1,1,1,1,1,5.8,0,10
1068,Ingen ønsker at han fortsætter som udenrigsminister,8,"ønsker, fortsætter, udenrigsminister",10.68959142,-2.838436045,1,1,1,1,1,1,1,1,1,1,1,1,6.55,1,11
1069,Det var en talsmand som udsendte den her besked,9,"talsmand, udsendte, besked",29.26963999,-6.900144477,1,1,1,1,1,1,1,1,1,1,1,1,5.5,0,10
1070,Deres træner virkede ambitiøs og meget intens,10,"træner, ambitiøs, intens",15.00747062,-9.57400277,1,1,1,1,1,1,1,1,1,1,0,0,6.4,0,10
1071,Der var en af turisterne der havde efterladt sit pas,1,"turisterne, efterladt, pas",14.03589453,-6.645238403,1,1,1,1,1,0,1,0,1,1,1,1,6.4,0,10
1072,Hun var tilfreds når bare omsætningen voksede,2,"tilfreds, omsætningen, voksede",11.10543952,-6.458170464,1,1,1,1,1,1,1,1,1,1,1,1,6,0,10
1073,Aktionærerne kan sagtens klare sig igennem krisen,3,"aktionærerne, klare, krisen",5.932832089,-7.643732755,1,1,1,1,1,1,1,0,1,1,1,1,6.7,0,10
1074,Jeg forhørte mig om hvor direktøren skulle sidde,4,"forhørte, direktøren, sidde",27.14908066,-6.581594467,1,1,1,1,1,1,1,1,1,1,0,1,5.7,0,10
1075,Det er meget væsentligt at du kan lide din klasse,5,"væsentligt, lide, klasse",4.332341678,-0.85011921,1,1,0,1,0,1,1,1,1,1,0,1,5,0,11
1076,Inden onsdag skulle vi gerne have færdiggjort muren,6,"onsdag, færdiggjort, muren",17.9219806,-4.208036052,1,1,1,1,1,1,1,1,1,1,1,1,6.2,0,10
1077,De ville forbinde centrum med resten af hovedstaden,7,"forbinde, centrum, hovedstaden",15.10174642,-5.170648888,1,1,1,1,1,1,1,1,0,1,1,1,5.1,0,10
1078,Hun antog at leverandøren ville kontakte hende igen,8,"antog, leverandøren, kontakte",14.47811761,-5.91513984,0,1,1,1,1,1,1,1,1,1,1,1,6.2,0,10
1079,Det er en pianist som selv har renoveret klaveret,9,"pianist, renoveret, klaveret",17.20706725,-3.885982062,1,1,1,1,1,0,1,1,0,1,1,1,6.5,0,8
1080,Han skal helst indtage lidt flere grøntsager og fede fisk,10,"indtage, grøntsager, fisk",16.88164458,-7.540634819,1,1,1,1,0,1,1,0,1,1,0,0,5.6,0,10
1081,Der er en ordfører der gerne vil styre dagsordenen,1,"ordfører, styre, dagsordenen",17.65858874,-5.626235597,1,1,1,1,1,1,1,1,1,1,1,1,4.73,1,11
1082,Han er ret sur selvom vi netop roste hans indsats,2,"sur, roste, indsats",14.58785578,-3.914164467,1,1,1,1,1,1,1,1,1,1,0,1,4.55,0,11
1083,Min kæreste hvilede sig lidt efter konkurrencen,3,"kæreste, hvilede, konkurrencen",10.41626363,-4.408825736,1,1,1,1,1,1,1,1,0,1,1,0,6.75,0,8
1084,Det fremgår faktisk ikke hvem der synger på pladen,4,"fremgår, synger, pladen",9.022152015,-5.115435053,1,1,1,1,1,1,1,1,1,1,1,1,5.82,0,11
1085,Det var nødvendigt at de standsede konflikten,5,"nødvendigt, standsede, konflikten",10.81330128,-5.102958397,1,1,1,1,1,1,1,1,0,1,1,1,6.09,0,11
1086,I den her uge skal vi desværre aflyse nogle foredrag,6,"uge, aflyse, foredrag",21.15186145,-5.597288992,1,1,1,1,1,1,1,1,0,1,0,1,5.36,0,11
1087,Præsidenten har allerede lovet os et interview,7,"præsidenten, lovet, interview",9.06513021,-5.223654412,1,1,1,1,1,1,1,1,1,1,0,1,6.09,0,11
1088,Jeg planlægger at sejle jorden rundt til foråret,8,"planlægger, sejle, foråret",11.94452187,-7.47120535,1,1,1,1,1,1,1,1,1,1,1,1,6.09,0,11
1089,Det var selvfølgelig vores hold som kom bedst fra start,9,"hold, kom, start",11.26056311,-2.854976887,1,1,1,1,1,0,1,1,1,1,1,1,5.91,0,11
1090,Hun vil allerhelst flytte til en ø eller ud på en gård,10,"flytte, ø, gård",18.99829122,-4.42771324,1,1,1,1,1,1,1,1,1,1,0,1,6.09,0,11
1091,Der var en af angriberne der jublede efter kampen,1,"angriberne, jublede, kampen",14.83082663,-5.175144517,1,1,1,1,1,0,1,1,1,1,0,1,6.5,0,8
1092,Hun var venlig fordi vi altid opførte os ordentligt,2,"venlig, opførte, ordentligt",24.84342964,-6.721374556,1,1,1,1,1,1,1,1,1,1,1,1,6.63,0,8
1093,Udenrigsministeren overlod det hele til forvaltningen,3,"udenrigsministeren, overlod, forvaltningen",16.11528938,-4.226813169,1,1,1,1,1,1,1,1,1,1,1,1,6,0,11
1094,Han uddybede hvordan man helt kan undgå gæld,4,"uddybede, undgå, gæld",14.14548925,-4.663515873,1,1,1,1,1,1,1,0,1,1,0,1,5,0,11
1095,Det er almindeligt at man konkurrerer om ressourcerne,5,"almindeligt, konkurrerer, ressourcerne",13.49626889,-4.047089277,1,1,1,1,1,0,1,1,1,1,0,1,5.09,0,11
1096,Inden december skal vi lægge os fast på en kurs,6,"december, lægge, kurs",17.67206072,-5.123817581,1,1,1,1,1,1,1,1,1,1,0,1,5.91,0,11
1097,Vi kan muligvis indlede receptionen med en sang,7,"indlede, receptionen, sang",14.57962431,-3.901234018,1,1,0,1,1,0,1,1,1,1,0,1,5.64,0,11
1098,Han råbte at vi skulle samle os foran gymnasiet,8,"råbte, samle, gymnasiet",20.03560137,-6.519731982,1,1,1,1,1,0,1,1,1,1,1,1,5.27,0,11
1099,Det er en billedkunstner som udstiller sine værker,9,"billedkunstner, udstiller, værker",246.2877724,-5.034150863,1,1,1,1,1,1,1,1,1,1,1,1,6.63,0,8
1100,Hun provokerede både oppositionen og sine tilhængere,10,"provokerede, oppositionen, tilhængere",15.15440439,-4.493558589,1,1,1,1,1,0,1,1,1,1,0,1,5.09,0,11
1101,Der er mange kunder der kommunikerer over nettet,1,"kunder, kommunikerer, nettet",29.74744219,-4.958293357,0,1,1,1,0,1,1,1,1,1,1,1,6.63,0,8
1102,Jeg er nok lidt barnlig når jeg leger med mine døtre,2,"barnlig, leger, døtre",24.54865557,-4.686489953,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,8
1103,Pædagogerne har allerede slukket for tv'et igen,3,"pædagogerne, slukket, tv'et",11.85187946,-5.002776525,1,1,1,1,1,1,1,1,0,1,1,1,6.63,0,8
1104,Han instruerer os i hvordan vi skal sparke til en fodbold,4,"instruerer, sparke, fodbold",12.90978945,-4.647920886,1,1,1,1,1,1,1,1,0,1,1,1,5.88,0,8
1105,Det var bæredygtigt at de selv dyrkede alt kornet,5,"bæredygtigt, dyrkede, kornet",9.862156328,-3.865313234,1,1,1,1,1,1,1,1,1,1,1,1,5.63,0,8
1106,I en periode der rejste vi virkelig meget med fly,6,"periode, rejste, fly",154.4525333,-4.945538876,1,1,1,1,1,0,1,1,0,1,1,1,4.63,0,8
1107,Hun har allerede overført hele summen til amerikanerne,7,"overført, summen, amerikanerne",27.23180093,-5.558204741,1,1,1,1,1,1,1,1,0,1,1,1,5.88,0,8
1108,De kontrollerede at alle havde hentet deres billetter,8,"kontrollerede, hentet, billetter",33.88815825,-5.930675599,1,1,1,1,1,0,1,0,0,1,1,1,6.67,0,9
1109,Det var dronningen selv som havde udvalgt materialerne,9,"dronningen, udvalgt, materialerne",14.41660944,-5.189174906,1,1,1,0,1,1,1,1,1,1,0,0,6.63,0,8
1110,Vi burde selvfølgelig forske mere i teknologi og innovation,10,"forske, teknologi, innovation",21.90765337,-5.036246971,1,1,1,1,1,0,1,1,0,1,0,0,5.38,0,8
1111,Der var en talsmand der kommenterede rygterne,1,"talsmand, kommenterede, rygterne",5.20791465,-5.388922996,1,1,1,1,1,1,1,1,1,1,1,1,5.63,0,8
1112,Hun var vellidt fordi hun kunne udfordre de studerende,2,"vellidt, udfordre, studerende",11.61668749,-3.770092412,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,8
1113,Vores mandskab har kvalificeret sig til første division,3,"mandskab, kvalificeret, division",8.849637713,-6.28479889,1,1,1,1,0,1,1,1,0,1,0,1,6.38,0,8
1114,Vi snakker om hvem der først skal have medicinen,4,"snakker, have, medicinen",6.623366326,-5.650238186,1,1,1,1,1,1,1,0,0,1,0,1,6,1,8
1115,Det er meget fornuftigt at de vedtog at sænke afgiften,5,"fornuftigt, vedtog, afgiften",11.44978007,-5.057142549,1,1,1,1,1,1,1,1,1,1,1,1,5.5,0,8
1116,Efter nytår vil vi gerne stille op til flere forhandlinger,6,"nytår, stille, forhandlinger",19.31701331,-6.547323583,1,1,1,1,1,0,1,1,1,1,1,1,6.13,0,8
1117,Vi burde fordele omsætningen mellem flere brancher,7,"fordele, omsætningen, brancher",19.29193218,-6.528074982,1,1,1,1,1,0,1,1,1,1,1,1,6.13,0,8
1118,Han troede at de ville indkalde ham til et møde,8,"troede, indkalde, møde",43.89241443,-6.169796946,1,0,1,1,1,1,1,1,1,1,1,1,6.5,0,8
1119,Det er en anmeldelse som slog vores instruktør helt ud,9,"anmeldelse, slog, instruktør",8.837399026,-3.723434136,1,1,1,1,1,1,1,1,0,1,0,1,6.38,0,8
1120,Jeg vil modernisere både produktionen og leveringen,10,"modernisere, produktionen, leveringen",25.59531905,-3.242773622,1,1,1,1,1,1,1,1,1,1,1,1,6.63,0,8
1121,Der er få forslag der kan overraske redaktionen,1,"forslag, overraske, redaktionen",7.587048014,-4.655640275,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,8
1122,De er suveræne når de samarbejder med angriberne,2,"suveræne, samarbejder, angriberne",10.29943378,-3.697751558,1,1,1,1,1,1,1,1,1,1,1,1,5.38,1,8
1123,Landstræneren drømmer selvfølgelig om endnu flere point,3,"landstræneren, drømmer, point",13.13755803,-4.001028023,1,1,1,1,1,1,1,1,1,1,1,0,6.75,0,8
1124,Vi har aftalt hvem der fremover skal rådgive ledelsen,4,"aftalt, rådgive, ledelsen",6.988857872,-3.388654313,1,1,1,1,1,0,1,1,1,1,0,0,6.75,0,8
1125,Det var perfekt at de selv kunne bremse angrebet,5,"perfekt, bremse, angrebet",9.56982435,-4.183434301,1,1,1,1,1,1,1,1,1,1,1,1,5.38,1,8
1126,Her til formiddag skal vi først lige danne os et overblik,6,"formiddag, danne, overblik",17.65936618,-4.037998762,1,1,1,1,1,0,1,1,1,1,1,1,5.75,2,8
1127,Han har baseret sine beregninger på solide data,7,"baseret, beregninger, data",8.776708712,-5.904688825,1,0,1,1,1,1,1,1,0,1,1,1,6.75,0,8
1128,De forventer stadigvæk at jeg medvirker i deres serie,8,"forventer, medvirker, serie",17.67906665,-5.805111924,1,1,1,1,0,1,1,1,1,1,1,1,6.75,0,8
1129,Det var nogle af vores medlemmer som stiftede banken,9,"medlemmer, stiftede, banken",19.39646533,-6.553768282,1,1,1,1,1,1,1,1,1,1,0,1,6.63,0,8
1130,Man skal naturligvis adskille kunst og virkelighed,10,"adskille, kunst, virkelighed",17.27017778,-4.233421835,0,1,1,1,1,1,1,1,1,1,0,1,4.75,1,8
1131,Der var en arkitekt der opfyldte alle betingelserne,1,"arkitekt, opfyldte, betingelserne",12.27185075,-7.414824419,1,1,1,1,1,1,1,1,1,1,1,1,6.5,0,8
1132,Han var systematisk når han skulle nedskrive tallene,2,"systematisk, nedskrive, tallene",10.55653183,-5.395481253,1,1,1,1,1,1,1,1,1,1,1,1,6.63,0,8
1133,Protesterne drejede sig mest om ligegyldige detaljer,3,"protesterne, drejede, detaljer",22.10461208,-4.673074338,1,1,1,0,1,1,1,1,0,1,1,1,6.5,1,8
1134,Jeg indså hvad de havde baseret deres overskud på,4,"indså, baseret, overskud",6.740963128,-5.655668832,1,1,1,1,1,1,1,1,1,1,1,1,5.38,1,8
1135,Det er virkelig smart at de opretholder spændingen,5,"smart, opretholder, spændingen",13.36351704,-5.902383532,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
1136,Til nytår skulle vi gerne nærme os en afslutning,6,"nytår, nærme, afslutning",13.93571413,-6.220791076,1,1,1,1,1,1,1,1,1,1,1,1,6.63,0,8
1137,Hun har rent faktisk lagt hele sin roman på nettet,7,"lagt, roman, nettet",10.86944751,-3.4256245,1,1,1,0,1,1,1,1,0,1,1,1,6.5,0,8
1138,Han hævdede at jeg havde misforstået hans bemærkning,8,"hævdede, misforstået, bemærkning",17.03124769,-5.975913157,1,1,1,1,1,1,1,1,1,1,1,1,6.5,1,8
1139,Det er en mail som forhåbentlig kan afslutte konflikten,9,"mail, afslutte, konflikten",10.53562038,-1.524297259,1,1,1,0,1,1,1,0,1,1,1,1,6.25,0,8
1140,De ville meget gerne udbrede deres ideer og teorier,10,"udbrede, ideer, teorier",19.44184303,-4.943357104,1,1,1,1,0,1,1,1,1,1,0,1,6.75,1,8
1141,Der er en eller anden præst der opstiller til byrådet,1,"præst, opstiller, byrådet",13.26048425,-2.055990125,1,1,1,1,1,1,1,0,1,1,0,1,5.13,0,8
1142,Hun er målrettet fordi hun vil konstruere en robot,2,"målrettet, konstruere, robot",11.98289929,-4.171793883,1,1,1,1,1,1,1,1,0,1,1,0,6.13,0,8
